speaker,text,transcripts-id
Julian Hanna," In the arts lockdown conditions in the first place, prompted an accompanying wave of manifestos so there were, for example, he FLEX magazines letters.",20210526-110200
Julian Hanna," Against separation three and magazines 3am and lockdown series, and many others, some to provide a space for conversations that were no longer taking place in person.",20210526-110200
Julian Hanna," And another another level, they kind of became this kind of space for larger conversations about art or writing in general and how we create and how we live and how we want to live.",20210526-110200
Julian Hanna," Going into the summer, suddenly, as we all saw in the news and many of us witnessed in the streets.",20210526-110200
Julian Hanna," another type of manifesto and manifestation was dominating headlines, so the depth of George floyd a year ago this week.",20210526-110200
Julian Hanna," On the 25th of may captured in a nine minute and 29 second video led to protests that were not only nationwide but in the US, but worldwide.",20210526-110200
Julian Hanna," In June, as you can see here several blocks blocks of seattle's Capitol Hill were declared an autonomous zone by protesters who issued a manifesto, with more than 30 demands black lives matter drafted a new list of seven demands, including defend the police.",20210526-110200
Julian Hanna," And then, at the same time citizen video.",20210526-110200
Julian Hanna, had been vastly improving over the past couple of years and people were getting to know how to use technology and how to act in front of the camera and at the same time we're all becoming more critical.,20210526-110200
Julian Hanna," As viewers and as a result, some of the best manifestos in this, we could see this last summer are kind of viral videos often spontaneously composed and shot in the thick of the action.",20210526-110200
Julian Hanna," Not dimension on time appearing on tick tock so countless videos of speeches from protesters and community leaders appeared online during the summer of 2020, and this is plainly a new form of making manifest it Sarah Ahmed rights in the Labor of making manifest we make a manifesto.",20210526-110200
Julian Hanna," Of course, the foil for these protests videos is the police brutality video, one of which ignited some of the biggest protests in US history.",20210526-110200
Julian Hanna, Of course darnell fraser's video of George floyd's murder in minneapolis frazier her video literally made manifest and kind of bore witness and bore brought facts to light.,20210526-110200
Julian Hanna, It contradicted the official police statement that was issued after floyd steph and led to the eventual trial and conviction of Derek shogun where it was used as a key piece of evidence.,20210526-110200
Julian Hanna, i'm.,20210526-110200
Julian Hanna, going to skip that.,20210526-110200
Julian Hanna, The long running reality TV program That was the US presidential election reached its finale in November shifting into autumn.,20210526-110200
